Year,Month,Day,Hour,Minute,Hostname,LogCode,TypeName,log_entries
2021,1,1,0,0,Grig,326268,ERRS,2
2021,1,1,0,0,Rees,501068,WARN,20
2021,1,1,0,1,Foun,501116,WARN,1
2021,1,1,0,1,Grig,326268,ERRS,2
2021,1,1,0,1,Rees,501068,WARN,14
2021,1,1,0,2,Rees,501068,WARN,20
2021,1,1,0,2,Denn,326268,ERRS,1
2021,1,1,0,2,Foun,501116,WARN,1
2021,1,1,0,3,Foun,501116,WARN,1
2021,1,1,0,3,Rees,501068,WARN,19
