YEAR,MONTH,DAY,HOST,COUNTOFENTRIES
2021,1,8,10.44.208.171,44
2021,1,8,10.45.72.78,147
2021,1,8,10.45.68.55,182
2021,1,8,10.44.208.185,507
2021,1,8,10.45.12.132,68
2021,1,8,10.44.61.64,241
2021,1,8,10.44.208.147,101
2021,1,8,10.45.12.173,20
2021,1,8,10.45.83.63,194
2021,1,8,10.44.208.162,80
2021,1,8,10.44.15.228,102
2021,1,8,10.44.208.210,115
2021,1,8,10.44.208.224,42
2021,1,8,10.45.2.212,20
2021,1,8,10.45.83.110,130
2021,1,8,10.44.208.187,43
2021,1,8,10.45.83.92,334
2021,1,8,10.45.2.68,32
2021,1,8,10.44.76.123,94
2021,1,8,10.45.83.55,605
2021,1,8,10.44.249.37,38
2021,1,8,10.45.83.118,823
2021,1,8,10.45.12.145,14
2021,1,8,10.44.128.104,3
2021,1,8,10.44.206.196,36
2021,1,8,10.44.206.150,120
2021,1,8,10.44.208.229,48
2021,1,8,10.44.208.208,16
2021,1,8,10.44.76.114,284
2021,1,8,10.44.212.155,102
2021,1,8,10.44.208.160,12
2021,1,8,10.44.208.214,20
2021,1,8,10.44.208.209,11
2021,1,8,10.44.208.215,59
2021,1,8,10.44.78.151,36
2021,1,8,10.44.208.225,326
2021,1,8,10.44.212.198,496
2021,1,8,10.44.132.183,487
2021,1,8,10.44.212.232,293
2021,1,8,10.45.72.109,31
2021,1,8,10.45.72.92,44
2021,1,8,10.44.132.191,12
2021,1,8,10.44.212.174,189
2021,1,8,10.44.208.221,220
2021,1,8,10.44.212.173,128
2021,1,8,10.44.206.153,140
2021,1,8,10.44.208.161,104
2021,1,8,10.44.206.180,68
2021,1,8,10.44.208.226,36
2021,1,8,10.44.206.161,96
2021,1,8,10.44.206.201,62
2021,1,8,10.44.204.54,126
2021,1,8,10.44.208.211,94
2021,1,8,10.44.208.228,123
2021,1,8,10.44.206.191,4
2021,1,8,10.44.206.173,72
2021,1,8,10.44.208.172,60
2021,1,8,10.44.206.166,40
2021,1,8,10.44.22.154,169
2021,1,8,10.44.206.223,12
2021,1,8,10.44.206.172,216
2021,1,8,10.44.22.94,178
2021,1,8,10.45.83.73,338
2021,1,8,10.44.212.168,450
2021,1,8,10.44.206.228,268
2021,1,8,10.44.212.234,98
2021,1,8,10.44.22.180,72
2021,1,8,10.45.72.95,36
2021,1,8,10.44.206.160,1535
2021,1,8,10.44.206.164,650
2021,1,8,10.44.134.254,29
2021,1,8,10.44.61.62,1922
2021,1,8,10.44.134.226,388
2021,1,8,10.45.83.101,248
2021,1,8,10.44.134.230,12
2021,1,8,10.44.212.189,74
2021,1,8,10.44.22.122,44
2021,1,8,10.44.134.215,80
2021,1,8,10.44.56.36,2185
2021,1,8,10.44.15.202,153
2021,1,8,10.44.134.193,45
2021,1,8,10.44.134.180,59
2021,1,8,10.44.134.165,37
2021,1,8,10.44.22.82,101
2021,1,8,10.45.83.10,280
2021,1,8,10.44.134.182,12
2021,1,8,10.44.134.186,4
2021,1,8,10.44.134.175,12
2021,1,8,10.44.194.51,45
2021,1,8,10.44.134.249,24
2021,1,8,10.44.134.181,48
2021,1,8,10.44.206.216,180
2021,1,8,10.44.206.218,184
2021,1,8,10.44.206.169,119
2021,1,8,10.45.83.0,323
2021,1,8,10.44.15.120,88
2021,1,8,10.44.194.79,62
2021,1,8,10.44.194.80,33
2021,1,8,10.44.206.167,120
2021,1,8,10.45.6.138,23
2021,1,8,10.45.83.141,184
2021,1,8,10.45.83.154,290
2021,1,8,10.45.88.210,194
2021,1,8,10.44.194.105,113
2021,1,8,10.44.134.198,356
2021,1,8,10.44.134.161,236
2021,1,8,10.44.134.247,85
2021,1,8,10.45.88.245,105
2021,1,8,10.44.206.175,396
2021,1,8,10.45.76.58,95
2021,1,8,10.44.22.179,74
2021,1,8,10.45.83.130,845
2021,1,8,10.44.194.67,60
2021,1,8,10.44.206.163,172
2021,1,8,10.45.8.182,438
2021,1,8,10.44.206.159,136
2021,1,8,10.45.86.188,24
2021,1,8,10.44.15.229,134
2021,1,8,10.44.15.245,422
2021,1,8,10.44.134.248,32
2021,1,8,10.45.86.171,8
2021,1,8,10.45.86.133,226
2021,1,8,10.45.88.214,565
2021,1,8,10.44.22.87,84
2021,1,8,10.44.50.27,255
2021,1,8,10.45.86.181,31
2021,1,8,10.45.86.197,48
2021,1,8,10.45.83.93,24
2021,1,8,10.45.83.133,20
2021,1,8,10.45.83.64,20
2021,1,8,10.44.15.168,356
2021,1,8,10.45.86.140,32
2021,1,8,10.44.48.233,342
2021,1,8,10.45.83.105,16
2021,1,8,10.45.8.205,24
2021,1,8,10.45.8.162,8
2021,1,8,10.45.8.166,28
2021,1,8,10.45.76.54,331
2021,1,8,10.44.15.141,92
2021,1,8,10.44.134.183,104
2021,1,8,10.45.86.94,52
2021,1,8,10.44.15.237,75
2021,1,8,10.45.83.170,84
2021,1,8,10.44.15.235,79
2021,1,8,10.45.2.137,30
2021,1,8,10.45.83.122,16
2021,1,8,10.44.134.211,120
2021,1,8,10.44.76.110,40
2021,1,8,10.45.2.90,12
2021,1,8,10.44.134.190,32
2021,1,8,10.45.2.203,16
2021,1,8,10.44.134.250,37
2021,1,8,10.45.86.105,174
2021,1,8,10.45.2.98,4
2021,1,8,10.45.8.218,24
2021,1,8,10.44.15.221,288
2021,1,8,10.45.8.214,36
2021,1,8,10.45.8.173,8
2021,1,8,10.45.6.140,65
2021,1,8,10.45.6.133,65
2021,1,8,10.44.22.176,24
2021,1,8,10.45.6.137,56
2021,1,8,10.44.206.170,35
2021,1,8,10.44.15.185,52
2021,1,8,10.44.15.198,258
2021,1,8,10.44.15.157,123
2021,1,8,10.44.208.134,24
2021,1,8,10.44.134.189,298
2021,1,8,10.45.12.172,20
2021,1,8,10.44.22.119,32
2021,1,8,10.44.76.105,184
2021,1,8,10.45.12.170,23
2021,1,8,10.44.192.116,1320
2021,1,8,10.44.15.139,169
2021,1,8,10.44.15.207,140
2021,1,8,10.45.12.157,16
2021,1,8,10.44.194.74,72
2021,1,8,10.45.67.119,764
2021,1,8,10.45.12.152,24
2021,1,8,10.44.134.152,104
2021,1,8,10.45.83.138,146
2021,1,8,10.45.67.3,3533
2021,1,8,10.45.83.48,32
2021,1,8,10.45.72.106,199
2021,1,8,10.44.194.62,204
2021,1,8,10.44.15.219,96
2021,1,8,10.45.72.75,131
2021,1,8,10.44.22.95,167
2021,1,8,10.45.8.184,4
2021,1,8,10.44.204.43,343
2021,1,8,10.44.76.102,41
2021,1,8,10.44.56.37,792
2021,1,8,10.44.204.58,52
2021,1,8,10.44.6.68,104
2021,1,8,10.44.64.116,24
2021,1,8,10.45.8.202,28
2021,1,8,10.44.212.193,76
2021,1,8,10.44.76.100,23
2021,1,8,10.45.65.174,430
2021,1,8,10.44.134.235,408
2021,1,8,10.44.212.159,189
2021,1,8,10.44.15.161,120
2021,1,8,10.45.85.243,13
2021,1,8,10.44.212.162,203
2021,1,8,10.45.63.24,499
2021,1,8,10.45.12.138,16
2021,1,8,10.44.56.43,503
2021,1,8,10.44.210.239,60
2021,1,8,10.45.67.143,456
2021,1,8,10.45.81.92,114
2021,1,8,10.44.130.206,96
2021,1,8,10.45.81.2,431
2021,1,8,10.44.194.92,72
2021,1,8,10.44.59.234,537
2021,1,8,10.44.247.235,796
2021,1,8,10.44.204.59,820
2021,1,8,10.44.30.137,40
2021,1,8,10.45.78.68,268
2021,1,8,10.44.210.238,72
2021,1,8,10.44.210.232,60
2021,1,8,10.44.194.106,36
2021,1,8,10.44.194.104,109
2021,1,8,10.44.194.66,326
2021,1,8,10.45.70.66,308
2021,1,8,10.44.194.52,92
2021,1,8,10.45.67.142,981
2021,1,8,10.44.76.113,55
2021,1,8,10.44.246.238,124
2021,1,8,10.44.212.167,100
2021,1,8,10.44.134.240,16
2021,1,8,10.45.72.120,44
2021,1,8,10.44.132.163,675
2021,1,8,10.44.128.156,319
2021,1,8,10.44.76.116,79
2021,1,8,10.44.136.228,44
2021,1,8,10.44.22.102,144
2021,1,8,10.44.136.220,66
2021,1,8,10.44.136.216,134
2021,1,8,10.44.241.232,36
2021,1,8,10.44.76.107,16
2021,1,8,10.44.128.144,16
2021,1,8,10.44.241.231,33
2021,1,8,10.44.128.142,768
2021,1,8,10.44.128.168,129
2021,1,8,10.44.255.27,194
2021,1,8,10.44.22.238,121
2021,1,8,10.44.22.220,178
2021,1,8,10.44.136.233,38
2021,1,8,10.44.26.116,745
2021,1,8,10.44.26.91,1312
2021,1,8,10.45.88.202,230
2021,1,8,10.44.136.219,20
2021,1,8,10.44.26.117,228
2021,1,8,10.44.26.82,1123
2021,1,8,10.45.83.45,112
2021,1,8,10.44.26.138,633
2021,1,8,10.44.26.123,1101
2021,1,8,10.45.83.143,84
2021,1,8,10.44.26.96,1465
2021,1,8,10.44.247.239,233
2021,1,8,10.45.65.177,896
2021,1,8,10.45.67.22,973
2021,1,8,10.45.67.4,498
2021,1,8,10.45.67.1,3061
2021,1,8,10.45.81.51,1842
2021,1,8,10.45.67.17,740
2021,1,8,10.44.24.170,65
2021,1,8,10.44.24.147,156
2021,1,8,10.45.67.45,2790
2021,1,8,10.44.136.183,8
2021,1,8,10.45.83.68,88
2021,1,8,10.44.136.217,12
2021,1,8,10.44.22.105,72
2021,1,8,10.44.134.197,16
2021,1,8,10.44.18.129,428
2021,1,8,10.45.88.244,595
2021,1,8,10.44.78.170,306
2021,1,8,10.44.64.127,4
2021,1,8,10.44.192.122,414
2021,1,8,10.44.210.230,71
2021,1,8,10.44.72.175,246
2021,1,8,10.45.67.40,1550
2021,1,8,10.44.64.115,12
2021,1,8,10.44.192.107,312
2021,1,8,10.44.64.90,24
2021,1,8,10.44.214.233,310
2021,1,8,10.44.192.104,1179
2021,1,8,10.44.196.128,80
2021,1,8,10.45.88.218,469
2021,1,8,10.44.61.50,458
2021,1,8,10.45.78.69,100
2021,1,8,10.44.26.97,784
2021,1,8,10.44.26.129,867
2021,1,8,10.44.26.148,140
2021,1,8,10.44.26.112,199
2021,1,8,10.44.242.246,173
2021,1,8,10.44.30.126,41
2021,1,8,10.44.30.147,508
2021,1,8,10.44.30.198,345
2021,1,8,10.44.30.149,108
2021,1,8,10.47.252.112,6
2021,1,8,10.44.132.205,974
2021,1,8,10.45.70.63,537
2021,1,8,10.45.88.211,396
2021,1,8,10.44.22.106,58
2021,1,8,10.44.134.171,264
2021,1,8,10.44.210.243,156
2021,1,8,10.44.246.234,284
2021,1,8,10.44.22.215,66
2021,1,8,10.45.67.103,547
2021,1,8,10.45.67.34,424
2021,1,8,10.44.26.102,726
2021,1,8,10.45.67.135,1016
2021,1,8,10.44.22.219,40
2021,1,8,10.44.30.170,381
2021,1,8,10.45.86.179,31
2021,1,8,10.44.30.194,81
2021,1,8,10.44.255.26,404
2021,1,8,10.45.67.117,750
2021,1,8,10.45.67.28,1155
2021,1,8,10.45.67.133,959
2021,1,8,10.45.67.29,590
2021,1,8,10.44.24.146,62
2021,1,8,10.45.67.136,375
2021,1,8,10.44.30.129,191
2021,1,8,10.44.64.96,16
2021,1,8,10.45.67.120,805
2021,1,8,10.44.30.133,390
2021,1,8,10.44.124.26,90
2021,1,8,10.44.22.99,48
2021,1,8,10.44.22.222,71
2021,1,8,10.44.22.232,64
2021,1,8,10.44.82.245,263
2021,1,8,10.44.82.240,114
2021,1,8,10.45.66.104,845
2021,1,8,10.44.214.230,336
2021,1,8,10.44.30.169,1307
2021,1,8,10.44.30.136,2804
2021,1,8,10.44.82.242,266
2021,1,8,10.44.82.243,178
2021,1,8,10.44.26.137,22
2021,1,8,10.44.26.143,160
2021,1,8,10.44.30.155,5394
2021,1,8,10.45.16.74,48
2021,1,8,10.45.12.144,12
2021,1,8,10.45.16.126,60
2021,1,8,10.47.195.1,12
2021,1,8,10.45.16.106,28
2021,1,8,10.44.212.158,1171
2021,1,8,10.44.212.150,178
2021,1,8,10.47.195.33,84
2021,1,8,10.44.22.198,128
2021,1,8,10.45.16.77,12
2021,1,8,10.44.30.176,5188
2021,1,8,10.44.210.235,8
2021,1,8,10.44.26.144,283
2021,1,8,10.44.26.121,281
2021,1,8,10.44.64.128,129
2021,1,8,10.47.194.230,135
2021,1,8,10.45.14.95,12
2021,1,8,10.44.15.190,81
2021,1,8,10.44.82.241,289
2021,1,8,10.45.16.52,24
2021,1,8,10.44.214.222,56
2021,1,8,10.45.86.149,17
2021,1,8,10.44.22.85,177
2021,1,8,10.45.65.176,161
2021,1,8,10.44.214.238,52
2021,1,8,10.44.30.186,199
2021,1,8,10.45.70.74,602
2021,1,8,10.45.16.78,4
2021,1,8,10.45.70.61,2492
2021,1,8,10.45.16.131,8
2021,1,8,10.45.85.169,303
2021,1,8,10.45.16.79,4
2021,1,8,10.45.16.88,4
2021,1,8,10.45.16.73,56
2021,1,8,10.45.16.104,12
2021,1,8,10.45.16.53,12
2021,1,8,10.45.16.115,20
2021,1,8,10.44.212.152,112
2021,1,8,10.45.16.147,20
2021,1,8,10.44.214.239,180
2021,1,8,10.44.214.234,146
2021,1,8,10.44.132.161,12
2021,1,8,10.45.16.101,92
2021,1,8,10.45.16.123,99
2021,1,8,10.45.16.60,24
2021,1,8,10.44.132.186,84
2021,1,8,10.44.214.231,116
2021,1,8,10.44.72.210,274
2021,1,8,10.45.16.94,44
2021,1,8,10.45.16.96,20
2021,1,8,10.44.214.236,84
2021,1,8,10.44.26.101,20
2021,1,8,10.44.192.111,695
2021,1,8,10.44.26.98,12
2021,1,8,10.45.16.122,12
2021,1,8,10.44.204.35,433
2021,1,8,10.44.22.116,44
2021,1,8,10.45.76.65,346
2021,1,8,10.45.86.111,8
2021,1,8,10.47.195.4,92
2021,1,8,10.47.194.195,62
2021,1,8,10.44.15.240,136
2021,1,8,10.45.86.176,55
2021,1,8,10.47.194.198,60
2021,1,8,10.44.22.234,104
2021,1,8,10.44.192.109,161
2021,1,8,10.47.194.255,115
2021,1,8,10.47.195.15,52
2021,1,8,10.44.22.163,230
2021,1,8,10.45.16.76,20
2021,1,8,10.45.16.129,12
2021,1,8,10.45.86.138,8
2021,1,8,10.45.85.246,66
2021,1,8,10.45.16.64,60
2021,1,8,10.44.128.145,279
2021,1,8,10.44.26.126,42
2021,1,8,10.44.22.209,40
2021,1,8,10.44.22.127,428
2021,1,8,10.45.70.80,460
2021,1,8,10.44.22.191,121
2021,1,8,10.44.22.190,88
2021,1,8,10.44.22.189,86
2021,1,8,10.45.70.65,422
2021,1,8,10.44.134.246,20
2021,1,8,10.45.14.98,8
2021,1,8,10.45.16.124,20
2021,1,8,10.45.14.92,36
2021,1,8,10.45.10.100,61
2021,1,8,10.45.10.54,44
2021,1,8,10.45.10.80,40
2021,1,8,10.45.10.52,32
2021,1,8,10.45.86.166,4
2021,1,8,10.45.66.145,1379
2021,1,8,10.45.10.66,28
2021,1,8,10.45.66.155,2977
2021,1,8,10.44.208.165,121
2021,1,8,10.45.66.99,1043
2021,1,8,10.45.67.19,349
2021,1,8,10.45.16.121,16
2021,1,8,10.45.67.94,1197
2021,1,8,10.45.66.153,2232
2021,1,8,10.45.66.133,1306
2021,1,8,10.44.26.119,90
2021,1,8,10.45.16.68,4
2021,1,8,10.45.66.63,672
2021,1,8,10.45.66.146,485
2021,1,8,10.44.22.187,28
2021,1,8,10.45.86.160,4
2021,1,8,10.44.22.188,20
2021,1,8,10.44.64.129,16
2021,1,8,10.44.22.225,20
2021,1,8,10.45.67.77,1447
2021,1,8,10.45.70.64,824
2021,1,8,10.45.16.75,20
2021,1,8,10.45.66.109,1955
2021,1,8,10.44.22.212,12
2021,1,8,10.44.15.184,116
2021,1,8,10.45.67.124,1925
2021,1,8,10.45.70.71,858
2021,1,8,10.44.15.178,36
2021,1,8,10.45.86.162,8
2021,1,8,10.44.15.121,29
2021,1,8,10.44.15.230,20
2021,1,8,10.44.15.208,28
2021,1,8,10.44.15.172,136
2021,1,8,10.44.128.135,12
2021,1,8,10.44.128.131,145
2021,1,8,10.44.15.170,111
2021,1,8,10.44.22.235,31
2021,1,8,10.44.128.154,95
2021,1,8,10.44.15.142,172
2021,1,8,10.44.128.170,56
2021,1,8,10.44.22.90,56
2021,1,8,10.45.67.30,704
2021,1,8,10.44.15.149,168
2021,1,8,10.44.194.68,68
2021,1,8,10.44.192.103,318
2021,1,8,10.44.22.165,58
2021,1,8,10.44.15.242,992
2021,1,8,10.44.192.120,1221
2021,1,8,10.44.128.121,113
2021,1,8,10.44.15.238,100
2021,1,8,10.44.128.132,152
2021,1,8,10.44.15.164,4
2021,1,8,10.44.128.122,145
2021,1,8,10.44.22.205,16
2021,1,8,10.44.210.229,16
2021,1,8,10.44.128.114,124
2021,1,8,10.44.24.183,168
2021,1,8,10.45.16.65,44
2021,1,8,10.44.0.42,15
2021,1,8,10.45.16.135,8
2021,1,8,10.44.61.65,1704
2021,1,8,10.44.194.107,60
2021,1,8,10.44.61.54,928
2021,1,8,10.45.86.175,8
2021,1,8,10.45.10.92,16
2021,1,8,10.44.62.50,149
2021,1,8,10.45.88.254,1201
2021,1,8,10.45.67.132,374
2021,1,8,10.44.194.95,24
2021,1,8,10.44.22.135,212
2021,1,8,10.45.2.136,36
2021,1,8,10.44.22.92,104
2021,1,8,10.44.26.79,8
2021,1,8,10.44.0.44,4
2021,1,8,10.44.62.51,732
2021,1,8,10.45.10.69,4
2021,1,8,10.44.192.115,178
2021,1,8,10.44.15.187,549
2021,1,8,10.45.10.60,12
2021,1,8,10.45.70.69,1099
2021,1,8,10.44.15.131,24
2021,1,8,10.45.8.198,24
2021,1,8,10.45.86.89,40
2021,1,8,10.44.194.53,28
2021,1,8,10.45.70.75,1602
2021,1,8,10.45.70.76,71
2021,1,8,10.44.72.197,60
2021,1,8,10.45.70.73,598
2021,1,8,10.44.15.201,47
2021,1,8,10.44.15.197,28
2021,1,8,10.45.2.43,150
2021,1,8,10.44.15.160,308
2021,1,8,10.45.86.198,48
2021,1,8,10.44.15.210,91
2021,1,8,10.45.86.157,20
2021,1,8,10.44.15.138,298
2021,1,8,10.45.83.84,171
2021,1,8,10.45.67.6,64
2021,1,8,10.45.78.59,30
2021,1,8,10.45.78.53,21
2021,1,8,10.44.204.49,709
2021,1,8,10.44.62.58,273
2021,1,8,10.45.67.7,154
2021,1,8,10.45.67.26,85
2021,1,8,10.45.67.130,39
2021,1,8,10.45.67.71,907
2021,1,8,10.45.66.139,590
2021,1,8,10.45.86.127,57
2021,1,8,10.45.2.55,40
2021,1,8,10.45.6.103,20
2021,1,8,10.44.82.236,56
2021,1,8,10.45.6.117,28
2021,1,8,10.45.12.147,8
2021,1,8,10.44.128.105,184
2021,1,8,10.44.204.42,666
2021,1,8,10.44.128.106,125
2021,1,8,10.44.24.200,132
2021,1,8,10.44.24.163,59
2021,1,8,10.44.24.150,108
2021,1,8,10.45.12.171,20
2021,1,8,10.44.24.173,36
2021,1,8,10.45.66.158,981
2021,1,8,10.45.66.141,331
2021,1,8,10.45.66.73,133
2021,1,8,10.45.76.59,16
2021,1,8,10.44.134.229,80
2021,1,8,10.44.128.101,172
2021,1,8,10.45.66.131,362
2021,1,8,10.44.128.153,4
2021,1,8,10.44.30.150,257
2021,1,8,10.45.12.162,8
2021,1,8,10.45.12.177,12
2021,1,8,10.44.204.55,491
2021,1,8,10.44.64.122,13
2021,1,8,10.45.2.210,79
2021,1,8,10.44.24.168,149
2021,1,8,10.45.8.188,40
2021,1,8,10.44.20.54,92
2021,1,8,10.45.8.213,32
2021,1,8,10.45.67.141,85
2021,1,8,10.45.10.57,4
2021,1,8,10.44.134.233,64
2021,1,8,10.44.136.182,20
2021,1,8,10.44.132.168,12
2021,1,8,10.45.10.67,8
2021,1,8,10.44.20.51,179
2021,1,8,10.44.212.175,224
2021,1,8,10.44.206.230,93
2021,1,8,10.44.132.201,4
2021,1,8,10.45.67.140,34
2021,1,8,10.45.85.176,23
2021,1,8,10.44.208.223,9
2021,1,8,10.44.136.230,4
2021,1,8,10.44.208.174,60
2021,1,8,10.45.85.211,12
2021,1,8,10.44.208.198,36
2021,1,8,10.44.246.241,15
2021,1,8,10.44.208.199,24
2021,1,8,10.45.10.98,38
2021,1,8,10.44.204.31,438
2021,1,8,10.45.85.172,48
2021,1,8,10.45.10.95,32
2021,1,8,10.45.72.113,12
2021,1,8,10.45.10.79,20
2021,1,8,10.44.22.144,36
2021,1,8,10.44.192.121,66
2021,1,8,10.44.64.100,32
2021,1,8,10.44.212.165,24
2021,1,8,10.44.192.106,78
2021,1,8,10.44.200.30,249
2021,1,8,10.45.67.127,1660
2021,1,8,10.44.200.39,24
2021,1,8,10.44.132.193,13
2021,1,8,10.44.136.186,4
2021,1,8,10.44.194.82,157
2021,1,8,10.44.136.190,30
2021,1,8,10.44.132.172,12
2021,1,8,10.44.132.190,16
2021,1,8,10.44.22.195,68
2021,1,8,10.44.132.162,8
2021,1,8,10.44.22.130,84
2021,1,8,10.45.16.105,12
2021,1,8,10.44.134.206,44
2021,1,8,10.44.192.100,412
2021,1,8,10.45.81.9,21
2021,1,8,10.44.24.149,44
2021,1,8,10.45.86.192,24
2021,1,8,10.44.208.191,290
2021,1,8,10.44.30.153,47
2021,1,8,10.44.206.220,28
2021,1,8,10.44.30.146,318
2021,1,8,10.45.67.126,683
2021,1,8,10.44.208.170,52
2021,1,8,10.45.83.38,188
2021,1,8,10.45.67.23,1275
2021,1,8,10.44.204.40,83
2021,1,8,10.45.86.129,64
2021,1,8,10.45.86.125,20
2021,1,8,10.44.24.148,91
2021,1,8,10.45.86.143,12
2021,1,8,10.44.20.55,90
2021,1,8,10.44.192.110,100
2021,1,8,10.44.192.108,195
2021,1,8,10.45.85.250,18
2021,1,8,10.44.208.183,88
2021,1,8,10.45.86.186,15
2021,1,8,10.44.24.189,48
2021,1,8,10.45.85.203,40
2021,1,8,10.44.24.165,40
2021,1,8,10.44.192.101,8
2021,1,8,10.44.24.145,44
2021,1,8,10.44.24.176,32
2021,1,8,10.44.192.123,20
2021,1,8,10.44.22.115,24
2021,1,8,10.44.22.160,39
2021,1,8,10.45.86.102,16
2021,1,8,10.44.22.239,1046
2021,1,8,10.44.22.230,175
2021,1,8,10.44.61.52,552
2021,1,8,10.44.24.142,56
2021,1,8,10.44.192.114,119
2021,1,8,10.44.214.237,64
2021,1,8,10.45.16.50,45
2021,1,8,10.45.88.215,107
2021,1,8,10.45.78.58,52
2021,1,8,10.44.64.113,8
2021,1,8,10.45.88.229,1375
2021,1,8,10.45.86.124,8
2021,1,8,10.45.78.57,28
2021,1,8,10.44.24.139,28
2021,1,8,10.44.64.101,4
2021,1,8,10.44.24.143,116
2021,1,8,10.44.214.221,110
2021,1,8,10.45.65.173,65
2021,1,8,10.45.65.175,6
2021,1,8,10.44.61.58,456
2021,1,8,10.45.83.151,14
2021,1,8,10.44.214.220,200
2021,1,8,10.45.66.105,929
2021,1,8,10.44.22.129,160
2021,1,8,10.44.22.86,4
2021,1,8,10.44.12.58,28
2021,1,8,10.44.12.56,44
2021,1,8,10.44.12.60,133
2021,1,8,10.45.86.182,4
2021,1,8,10.45.86.194,9
2021,1,8,10.44.12.47,513
2021,1,8,10.45.67.42,153
2021,1,8,10.44.12.46,1211
2021,1,8,10.44.22.121,24
2021,1,8,10.44.24.197,108
2021,1,8,10.44.78.158,108
2021,1,8,10.44.130.204,68
2021,1,8,10.44.249.39,71
2021,1,8,10.44.22.112,136
2021,1,8,10.44.241.234,36
2021,1,8,10.44.192.125,44
2021,1,8,10.44.241.236,15
2021,1,8,10.45.2.146,16
2021,1,8,10.44.206.213,165
2021,1,8,10.45.12.148,4
2021,1,8,10.44.22.221,16
2021,1,8,10.44.204.41,181
2021,1,8,10.44.22.126,16
2021,1,8,10.44.134.187,12
2021,1,8,10.44.134.199,152
2021,1,8,10.44.134.172,678
2021,1,8,10.45.88.243,474
2021,1,8,10.45.16.100,48
2021,1,8,10.45.67.138,211
2021,1,8,10.44.24.131,60
2021,1,8,10.44.24.185,28
2021,1,8,10.44.15.122,95
2021,1,8,10.44.24.153,52
2021,1,8,10.44.26.86,92
2021,1,8,10.44.26.105,33
2021,1,8,10.45.65.179,74
2021,1,8,10.44.22.109,36
2021,1,8,10.44.22.233,25
2021,1,8,10.45.85.167,10
2021,1,8,10.44.24.154,44
2021,1,8,10.44.22.111,16
2021,1,8,10.45.83.37,134
2021,1,8,10.45.72.77,20
2021,1,8,10.45.83.26,67
2021,1,8,10.45.83.72,62
2021,1,8,10.44.134.221,20
2021,1,8,10.45.86.183,16
2021,1,8,10.45.86.114,12
2021,1,8,10.44.242.238,8
2021,1,8,10.45.83.79,63
2021,1,8,10.45.83.117,72
2021,1,8,10.45.2.66,38
2021,1,8,10.44.134.204,39
2021,1,8,10.44.134.239,7
2021,1,8,10.44.30.195,251
2021,1,8,10.44.208.195,16
2021,1,8,10.44.134.173,112
2021,1,8,10.45.2.71,29
2021,1,8,10.44.134.243,65
2021,1,8,10.44.132.175,25
2021,1,8,10.45.2.130,16
2021,1,8,10.45.2.131,52
2021,1,8,10.45.83.149,161
2021,1,8,10.44.72.220,140
2021,1,8,10.44.10.230,3212
2021,1,8,10.44.22.182,32
2021,1,8,10.45.67.31,302
2021,1,8,10.44.22.194,20
2021,1,8,10.45.83.42,32
2021,1,8,10.45.67.47,630
2021,1,8,10.44.194.64,16
2021,1,8,10.45.67.139,354
2021,1,8,10.44.194.109,52
2021,1,8,10.44.212.185,106
2021,1,8,10.44.134.237,132
2021,1,8,10.44.212.192,26
2021,1,8,10.44.208.144,136
2021,1,8,10.44.130.186,116
2021,1,8,10.44.130.187,80
2021,1,8,10.44.15.206,1326
2021,1,8,10.44.72.219,52
2021,1,8,10.44.70.52,28
2021,1,8,10.44.15.179,80
2021,1,8,10.44.24.162,20
2021,1,8,10.44.15.194,256
2021,1,8,10.45.83.39,40
2021,1,8,10.45.10.96,4
2021,1,8,10.45.10.97,12
2021,1,8,10.45.10.99,4
2021,1,8,10.44.82.239,255
2021,1,8,10.44.134.253,16
2021,1,8,10.44.30.125,903
2021,1,8,10.45.86.132,105
2021,1,8,10.45.86.193,28
2021,1,8,10.44.30.148,100
2021,1,8,10.44.30.145,86
2021,1,8,10.44.196.95,4
2021,1,8,10.44.24.171,20
2021,1,8,10.44.208.151,48
2021,1,8,10.44.24.175,120
2021,1,8,10.44.208.197,104
2021,1,8,10.44.242.228,23
2021,1,8,10.44.72.163,69
2021,1,8,10.44.191.250,62
2021,1,8,10.44.242.253,24
2021,1,8,10.45.6.131,16
2021,1,8,10.44.206.181,4
2021,1,8,10.45.81.27,16
2021,1,8,10.44.241.230,55
2021,1,8,10.44.208.222,12
2021,1,8,10.44.208.206,44
2021,1,8,10.44.134.160,48
2021,1,8,10.44.134.216,143
2021,1,8,10.44.134.157,53
2021,1,8,10.44.128.123,37
2021,1,8,10.44.70.53,100
2021,1,8,10.44.12.57,163
2021,1,8,10.44.128.140,88
2021,1,8,10.45.76.50,134
2021,1,8,10.45.2.78,12
2021,1,8,10.44.22.103,176
2021,1,8,10.45.8.209,28
2021,1,8,10.45.78.54,8
2021,1,8,10.45.70.60,402
2021,1,8,10.45.2.105,4
2021,1,8,10.45.78.56,24
2021,1,8,10.45.86.99,20
2021,1,8,10.44.15.241,44
2021,1,8,10.45.86.191,15
2021,1,8,10.45.66.157,1652
2021,1,8,10.44.128.143,20
2021,1,8,10.45.6.129,32
2021,1,8,10.45.83.97,64
2021,1,8,10.47.194.222,4
2021,1,8,10.47.194.239,95
2021,1,8,10.44.208.146,39
2021,1,8,10.47.195.18,191
2021,1,8,10.47.194.217,84
2021,1,8,10.45.83.94,127
2021,1,8,10.47.195.21,92
2021,1,8,10.47.194.223,88
2021,1,8,10.45.10.85,8
2021,1,8,10.45.10.53,12
