YEAR,MONTH,DAY,HOST,COUNTOFENTRIES
2021,1,3,10.45.83.61,302
2021,1,3,10.45.83.97,4
2021,1,3,10.47.195.1,8
2021,1,3,10.45.83.4,150
2021,1,3,10.45.88.213,391
2021,1,3,10.45.83.76,320
2021,1,3,10.45.83.63,146
2021,1,3,10.45.83.84,82
2021,1,3,10.44.196.93,174
2021,1,3,10.44.192.126,132
2021,1,3,10.44.72.185,827
2021,1,3,10.45.67.101,62
2021,1,3,10.44.18.154,363
2021,1,3,10.47.195.2,64
2021,1,3,10.44.134.203,132
2021,1,3,10.44.134.201,70
2021,1,3,10.44.134.171,105
2021,1,3,10.44.15.138,90
2021,1,3,10.45.2.54,324
2021,1,3,10.45.14.95,12
2021,1,3,10.44.196.126,8
2021,1,3,10.47.194.202,17
2021,1,3,10.44.196.153,16
2021,1,3,10.44.212.169,20
2021,1,3,10.44.134.198,468
2021,1,3,10.44.15.244,428
2021,1,3,10.45.16.148,27
2021,1,3,10.45.6.134,12
2021,1,3,10.45.6.118,20
2021,1,3,10.45.0.237,220
2021,1,3,10.44.134.243,28
2021,1,3,10.44.78.145,223
2021,1,3,10.44.134.172,108
2021,1,3,10.45.85.162,4
2021,1,3,10.45.67.123,59
2021,1,3,10.44.26.102,493
2021,1,3,10.45.86.113,670
2021,1,3,10.44.194.69,36
2021,1,3,10.44.128.103,778
2021,1,3,10.44.134.234,582
2021,1,3,10.44.72.178,20
2021,1,3,10.44.59.234,105
2021,1,3,10.44.24.172,124
2021,1,3,10.44.24.149,92
2021,1,3,10.44.12.46,12
2021,1,3,10.44.132.173,214
2021,1,3,10.44.128.168,141
2021,1,3,10.44.24.167,90
2021,1,3,10.45.67.100,500
2021,1,3,10.45.67.5,385
2021,1,3,10.45.67.116,26
2021,1,3,10.44.26.116,455
2021,1,3,10.45.67.102,272
2021,1,3,10.45.67.112,36
2021,1,3,10.45.67.3,532
2021,1,3,10.45.67.44,277
2021,1,3,10.45.67.131,876
2021,1,3,10.44.26.91,440
2021,1,3,10.44.15.122,20
2021,1,3,10.44.15.167,20
2021,1,3,10.44.15.128,105
2021,1,3,10.44.64.128,88
2021,1,3,10.44.26.121,276
2021,1,3,10.44.26.129,12
2021,1,3,10.44.26.123,20
2021,1,3,10.45.76.65,207
2021,1,3,10.44.72.196,24
2021,1,3,10.44.64.94,35
2021,1,3,10.44.64.113,16
2021,1,3,10.44.64.109,513
2021,1,3,10.44.26.82,20
2021,1,3,10.44.22.123,44
2021,1,3,10.44.22.236,57
2021,1,3,10.44.22.206,34
2021,1,3,10.44.64.115,22
2021,1,3,10.45.67.127,174
2021,1,3,10.45.67.122,882
2021,1,3,10.44.24.182,16
2021,1,3,10.44.24.148,36
2021,1,3,10.44.24.144,40
2021,1,3,10.44.24.178,32
2021,1,3,10.44.24.188,76
2021,1,3,10.44.24.145,72
2021,1,3,10.44.76.122,30
2021,1,3,10.44.134.160,32
2021,1,3,10.44.134.226,256
2021,1,3,10.45.81.2,156
2021,1,3,10.45.67.129,393
2021,1,3,10.45.67.121,192
2021,1,3,10.45.67.134,1518
2021,1,3,10.45.70.68,564
2021,1,3,10.44.24.171,16
2021,1,3,10.44.24.193,8
2021,1,3,10.45.65.174,462
2021,1,3,10.44.134.199,72
2021,1,3,10.44.134.189,191
2021,1,3,10.44.64.110,12
2021,1,3,10.44.64.111,20
2021,1,3,10.44.64.124,17
2021,1,3,10.44.24.199,96
2021,1,3,10.45.67.45,55
2021,1,3,10.44.24.143,304
2021,1,3,10.44.206.213,26
2021,1,3,10.45.70.67,802
2021,1,3,10.44.134.152,73
2021,1,3,10.44.24.158,159
2021,1,3,10.44.26.148,4
2021,1,3,10.45.70.61,1692
2021,1,3,10.44.24.170,48
2021,1,3,10.44.24.175,113
2021,1,3,10.45.70.75,1157
2021,1,3,10.44.134.237,48
2021,1,3,10.44.134.173,68
2021,1,3,10.44.246.234,35
2021,1,3,10.45.4.92,414
2021,1,3,10.45.67.99,397
2021,1,3,10.45.67.96,256
2021,1,3,10.45.66.107,9
2021,1,3,10.45.70.74,337
2021,1,3,10.45.70.63,48
2021,1,3,10.45.67.1,995
2021,1,3,10.47.194.250,9
2021,1,3,10.44.26.112,34
2021,1,3,10.44.134.210,336
2021,1,3,10.44.134.235,315
2021,1,3,10.44.72.204,243
2021,1,3,10.44.64.112,162
2021,1,3,10.45.83.19,4
2021,1,3,10.44.22.99,28
2021,1,3,10.44.22.122,56
2021,1,3,10.44.249.39,16
2021,1,3,10.44.210.239,8
2021,1,3,10.44.206.169,7
2021,1,3,10.44.24.162,225
2021,1,3,10.44.15.187,276
2021,1,3,10.44.242.242,19
2021,1,3,10.44.15.188,122
2021,1,3,10.45.76.51,4
2021,1,3,10.44.15.226,37
2021,1,3,10.44.15.143,73
2021,1,3,10.44.54.35,36
2021,1,3,10.44.206.177,12
2021,1,3,10.44.206.180,4
2021,1,3,10.44.206.161,4
2021,1,3,10.44.206.173,4
2021,1,3,10.44.206.202,8
2021,1,3,10.44.206.188,12
2021,1,3,10.45.67.128,658
2021,1,3,10.44.72.212,207
2021,1,3,10.45.65.176,336
2021,1,3,10.45.2.211,180
2021,1,3,10.44.206.152,8
2021,1,3,10.44.206.184,36
2021,1,3,10.45.67.4,265
2021,1,3,10.44.206.209,88
2021,1,3,10.44.62.52,194
2021,1,3,10.44.62.51,211
2021,1,3,10.45.2.210,4
2021,1,3,10.44.62.58,710
2021,1,3,10.44.206.190,52
2021,1,3,10.45.86.156,706
2021,1,3,10.44.24.138,40
2021,1,3,10.44.24.139,8
2021,1,3,10.45.67.2,91
2021,1,3,10.45.80.40,8
2021,1,3,10.44.206.216,27
2021,1,3,10.45.81.35,529
2021,1,3,10.44.206.208,28
2021,1,3,10.44.206.218,4
2021,1,3,10.45.68.51,72
2021,1,3,10.45.81.17,21
2021,1,3,10.45.67.97,661
2021,1,3,10.44.206.229,40
2021,1,3,10.45.67.40,43
2021,1,3,10.45.70.77,28
2021,1,3,10.45.86.165,20
2021,1,3,10.44.206.168,4
2021,1,3,10.44.22.92,32
2021,1,3,10.45.12.132,36
2021,1,3,10.45.67.143,48
2021,1,3,10.44.134.211,32
2021,1,3,10.45.6.129,30
2021,1,3,10.45.6.110,36
2021,1,3,10.45.6.104,44
2021,1,3,10.44.198.23,8
2021,1,3,10.44.22.124,16
2021,1,3,10.44.246.235,12
2021,1,3,10.44.194.98,32
2021,1,3,10.44.194.90,16
2021,1,3,10.45.70.71,462
2021,1,3,10.44.194.109,8
2021,1,3,10.44.124.26,8
2021,1,3,10.45.70.78,371
2021,1,3,10.45.70.64,93
2021,1,3,10.45.67.12,16
2021,1,3,10.45.66.155,30
2021,1,3,10.44.128.142,641
2021,1,3,10.44.132.163,409
2021,1,3,10.45.81.9,12
2021,1,3,10.44.192.114,32
2021,1,3,10.44.12.56,95
2021,1,3,10.44.208.231,219
2021,1,3,10.44.208.187,4
2021,1,3,10.45.10.100,52
2021,1,3,10.45.66.116,16
2021,1,3,10.45.14.100,44
2021,1,3,10.44.246.233,13
2021,1,3,10.44.70.62,364
2021,1,3,10.44.242.240,419
2021,1,3,10.45.72.119,273
2021,1,3,10.44.78.132,229
2021,1,3,10.44.78.170,166
2021,1,3,10.44.128.165,53
2021,1,3,10.44.128.127,14
2021,1,3,10.44.128.101,52
2021,1,3,10.44.78.183,49
2021,1,3,10.44.200.36,288
2021,1,3,10.44.128.132,68
2021,1,3,10.45.83.104,190
2021,1,3,10.45.83.164,132
2021,1,3,10.45.83.41,64
2021,1,3,10.45.83.21,42
2021,1,3,10.45.83.22,76
2021,1,3,10.45.83.144,52
2021,1,3,10.45.83.109,97
2021,1,3,10.45.83.70,40
2021,1,3,10.45.83.147,77
2021,1,3,10.44.12.55,24
2021,1,3,10.44.30.125,23
2021,1,3,10.45.67.142,37
2021,1,3,10.45.83.79,16
2021,1,3,10.45.86.117,5
2021,1,3,10.44.134.240,22
2021,1,3,10.45.86.98,12
2021,1,3,10.45.86.112,8
2021,1,3,10.45.83.117,41
2021,1,3,10.45.83.100,38
2021,1,3,10.45.2.78,35
2021,1,3,10.44.30.149,50
2021,1,3,10.44.30.188,28
2021,1,3,10.45.70.80,131
2021,1,3,10.45.70.70,53
2021,1,3,10.44.30.159,12
2021,1,3,10.44.30.198,12
2021,1,3,10.44.30.147,16
2021,1,3,10.44.30.195,8
2021,1,3,10.44.30.145,4
2021,1,3,10.45.70.65,280
2021,1,3,10.44.30.144,759
2021,1,3,10.44.30.150,8
2021,1,3,10.44.130.190,168
2021,1,3,10.45.2.104,4
2021,1,3,10.44.26.143,4
2021,1,3,10.44.26.110,15
2021,1,3,10.45.2.45,66
2021,1,3,10.45.81.106,66
2021,1,3,10.44.26.117,4
2021,1,3,10.44.26.109,8
2021,1,3,10.44.30.194,16
2021,1,3,10.44.194.108,28
2021,1,3,10.45.83.65,126
2021,1,3,10.45.2.72,22
2021,1,3,10.44.194.82,23
2021,1,3,10.45.2.112,14
2021,1,3,10.45.2.92,30
2021,1,3,10.45.2.75,14
2021,1,3,10.44.194.71,29
2021,1,3,10.44.24.197,59
2021,1,3,10.44.24.142,36
2021,1,3,10.45.2.42,4
2021,1,3,10.45.2.41,50
2021,1,3,10.44.130.196,21
2021,1,3,10.45.76.50,16
2021,1,3,10.45.86.132,4
2021,1,3,10.45.2.127,24
2021,1,3,10.44.15.160,4
2021,1,3,10.45.2.85,12
2021,1,3,10.45.83.154,4
2021,1,3,10.45.66.94,578
2021,1,3,10.45.70.60,16
2021,1,3,10.44.130.185,44
2021,1,3,10.44.130.177,24
2021,1,3,10.44.130.182,208
2021,1,3,10.44.130.211,198
2021,1,3,10.44.247.242,28
2021,1,3,10.44.130.179,76
2021,1,3,10.44.130.208,87
2021,1,3,10.44.22.120,57
2021,1,3,10.44.22.127,28
2021,1,3,10.45.78.58,4
2021,1,3,10.44.22.239,56
2021,1,3,10.44.134.183,47
2021,1,3,10.44.22.146,78
2021,1,3,10.44.134.233,35
2021,1,3,10.44.242.253,11
2021,1,3,10.45.66.157,30
2021,1,3,10.45.67.30,8
2021,1,3,10.44.130.176,34
2021,1,3,10.44.130.193,72
2021,1,3,10.44.130.205,330
2021,1,3,10.44.130.215,236
2021,1,3,10.44.22.126,82
2021,1,3,10.44.15.224,36
2021,1,3,10.45.70.76,8
2021,1,3,10.44.15.192,18
2021,1,3,10.45.67.47,8
2021,1,3,10.45.67.31,8
2021,1,3,10.45.67.138,8
2021,1,3,10.45.67.136,8
2021,1,3,10.45.67.120,12
2021,1,3,10.45.67.16,16
2021,1,3,10.45.67.22,31
2021,1,3,10.45.67.17,40
2021,1,3,10.44.130.209,52
2021,1,3,10.45.68.50,14
2021,1,3,10.45.86.163,23
2021,1,3,10.44.0.44,4
2021,1,3,10.44.22.86,4
2021,1,3,10.44.134.161,22
2021,1,3,10.44.24.146,12
2021,1,3,10.44.134.216,16
2021,1,3,10.44.134.229,40
2021,1,3,10.45.83.160,162
2021,1,3,10.44.15.234,48
2021,1,3,10.45.83.138,20
2021,1,3,10.45.83.48,16
2021,1,3,10.44.22.165,2
2021,1,3,10.45.67.139,4
2021,1,3,10.45.86.149,12
2021,1,3,10.45.14.92,28
2021,1,3,10.45.10.50,8
2021,1,3,10.45.10.90,40
2021,1,3,10.44.242.229,6
2021,1,3,10.45.66.133,4
2021,1,3,10.44.24.141,12
2021,1,3,10.44.212.160,8
2021,1,3,10.44.15.125,24
2021,1,3,10.44.15.181,36
2021,1,3,10.45.6.139,48
2021,1,3,10.44.15.209,56
2021,1,3,10.45.16.111,104
2021,1,3,10.45.16.98,44
2021,1,3,10.45.16.59,72
2021,1,3,10.45.16.136,96
2021,1,3,10.44.12.54,13
2021,1,3,10.45.16.149,16
2021,1,3,10.45.16.74,16
2021,1,3,10.45.16.73,56
2021,1,3,10.45.70.69,44
2021,1,3,10.45.16.104,48
2021,1,3,10.45.16.125,44
2021,1,3,10.44.15.223,28
2021,1,3,10.45.16.75,73
2021,1,3,10.45.2.76,8
2021,1,3,10.45.2.105,4
2021,1,3,10.45.2.40,4
2021,1,3,10.45.2.62,4
2021,1,3,10.45.2.88,4
2021,1,3,10.45.88.238,8
2021,1,3,10.45.67.23,8
2021,1,3,10.45.2.128,4
2021,1,3,10.45.2.51,10
2021,1,3,10.45.2.46,4
2021,1,3,10.44.72.210,196
2021,1,3,10.45.67.119,10
2021,1,3,10.45.16.95,48
2021,1,3,10.44.18.129,113
2021,1,3,10.45.16.55,20
2021,1,3,10.44.196.101,65
2021,1,3,10.45.67.18,4
2021,1,3,10.45.88.227,18
2021,1,3,10.44.212.159,4
2021,1,3,10.44.212.155,8
2021,1,3,10.44.76.123,16
2021,1,3,10.45.66.158,99
2021,1,3,10.44.212.173,4
2021,1,3,10.44.212.232,4
2021,1,3,10.45.6.136,66
2021,1,3,10.45.67.15,64
2021,1,3,10.44.22.240,8
2021,1,3,10.44.212.150,4
2021,1,3,10.44.212.193,4
2021,1,3,10.45.72.72,36
2021,1,3,10.44.212.174,4
2021,1,3,10.45.72.116,12
2021,1,3,10.45.72.86,12
2021,1,3,10.45.72.102,28
2021,1,3,10.45.66.129,349
2021,1,3,10.45.72.114,76
2021,1,3,10.45.66.153,12
2021,1,3,10.45.67.77,4
2021,1,3,10.45.66.63,4
2021,1,3,10.45.67.88,4
2021,1,3,10.45.67.9,78
2021,1,3,10.45.12.173,45
2021,1,3,10.45.14.113,284
2021,1,3,10.45.12.157,8
2021,1,3,10.44.22.223,46
2021,1,3,10.45.12.142,4
2021,1,3,10.44.204.34,65
2021,1,3,10.44.15.153,16
2021,1,3,10.44.15.174,8
2021,1,3,10.45.14.103,20
2021,1,3,10.45.83.118,410
2021,1,3,10.45.83.42,12
2021,1,3,10.45.83.40,16
2021,1,3,10.44.15.233,47
2021,1,3,10.45.72.74,41
2021,1,3,10.44.132.194,8
2021,1,3,10.45.83.38,81
2021,1,3,10.45.16.93,72
2021,1,3,10.44.15.238,4
2021,1,3,10.44.208.168,8
2021,1,3,10.45.83.69,40
2021,1,3,10.45.66.145,8
2021,1,3,10.45.83.62,4
2021,1,3,10.45.83.51,12
2021,1,3,10.44.132.177,4
2021,1,3,10.45.66.139,16
2021,1,3,10.45.67.69,8
2021,1,3,10.44.208.215,94
2021,1,3,10.45.83.167,135
2021,1,3,10.45.66.136,8
2021,1,3,10.44.22.85,47
2021,1,3,10.44.208.130,111
2021,1,3,10.45.72.110,12
2021,1,3,10.44.208.166,4
2021,1,3,10.45.12.160,8
2021,1,3,10.45.6.138,12
2021,1,3,10.45.6.112,28
2021,1,3,10.45.6.111,8
2021,1,3,10.45.12.182,16
2021,1,3,10.45.12.164,8
2021,1,3,10.45.78.52,4
2021,1,3,10.45.2.79,20
2021,1,3,10.45.2.44,8
2021,1,3,10.45.2.201,26
2021,1,3,10.45.2.140,10
2021,1,3,10.44.22.186,20
2021,1,3,10.44.242.247,12
2021,1,3,10.44.204.49,12
2021,1,3,10.44.210.243,4
2021,1,3,10.45.10.91,14
2021,1,3,10.44.22.135,44
2021,1,3,10.44.255.27,36
2021,1,3,10.44.76.115,37
2021,1,3,10.44.22.119,12
2021,1,3,10.45.72.105,12
2021,1,3,10.44.22.95,16
2021,1,3,10.44.22.83,12
2021,1,3,10.45.66.135,4
2021,1,3,10.44.210.233,4
2021,1,3,10.44.22.90,8
2021,1,3,10.44.22.198,36
2021,1,3,10.44.246.245,7
2021,1,3,10.44.15.158,57
2021,1,3,10.44.22.213,34
2021,1,3,10.44.15.227,8
2021,1,3,10.45.86.176,5
2021,1,3,10.45.86.160,4
2021,1,3,10.45.83.90,110
2021,1,3,10.44.15.127,36
2021,1,3,10.44.246.231,8
2021,1,3,10.45.66.109,18
2021,1,3,10.45.66.73,4
2021,1,3,10.45.85.154,16
2021,1,3,10.45.86.131,8
2021,1,3,10.45.86.89,8
2021,1,3,10.44.64.100,20
2021,1,3,10.44.134.187,30
2021,1,3,10.44.15.215,4
2021,1,3,10.45.86.190,12
2021,1,3,10.45.86.196,8
2021,1,3,10.45.86.110,8
2021,1,3,10.45.86.155,4
2021,1,3,10.45.86.90,8
2021,1,3,10.45.86.171,12
2021,1,3,10.44.134.224,157
2021,1,3,10.44.15.134,40
2021,1,3,10.44.24.131,12
2021,1,3,10.45.86.161,8
2021,1,3,10.44.15.202,51
2021,1,3,10.45.86.129,4
2021,1,3,10.44.15.157,20
2021,1,3,10.45.86.128,4
2021,1,3,10.44.15.139,73
2021,1,3,10.45.86.177,4
2021,1,3,10.45.86.115,4
2021,1,3,10.45.86.159,4
2021,1,3,10.44.128.122,68
2021,1,3,10.44.128.105,32
2021,1,3,10.44.128.154,16
2021,1,3,10.44.128.114,28
2021,1,3,10.44.72.193,8
2021,1,3,10.44.134.174,20
2021,1,3,10.44.15.197,32
2021,1,3,10.44.134.247,72
2021,1,3,10.44.130.192,12
2021,1,3,10.44.24.191,20
2021,1,3,10.44.24.168,92
2021,1,3,10.44.15.177,4
2021,1,3,10.44.15.150,64
2021,1,3,10.44.15.203,20
2021,1,3,10.45.81.92,59
2021,1,3,10.45.16.89,4
2021,1,3,10.45.6.128,4
2021,1,3,10.45.85.250,4
2021,1,3,10.45.85.244,4
2021,1,3,10.45.83.99,88
2021,1,3,10.44.214.242,4
2021,1,3,10.45.86.97,36
2021,1,3,10.45.86.127,8
2021,1,3,10.44.15.194,4
2021,1,3,10.44.15.210,4
2021,1,3,10.45.83.20,8
2021,1,3,10.45.83.1,28
2021,1,3,10.45.83.28,38
2021,1,3,10.44.24.135,40
2021,1,3,10.45.83.163,58
2021,1,3,10.44.134.157,28
2021,1,3,10.45.83.24,16
2021,1,3,10.44.134.230,4
2021,1,3,10.45.83.6,68
2021,1,3,10.45.6.124,12
2021,1,3,10.45.6.116,46
2021,1,3,10.45.67.118,8
2021,1,3,10.45.83.75,100
2021,1,3,10.45.83.81,52
2021,1,3,10.45.16.53,8
2021,1,3,10.44.208.157,36
2021,1,3,10.45.67.21,4
2021,1,3,10.45.67.124,13
2021,1,3,10.45.76.58,4
2021,1,3,10.45.67.135,5
2021,1,3,10.45.67.34,8
2021,1,3,10.45.67.103,16
2021,1,3,10.44.30.153,21
2021,1,3,10.45.88.225,11
2021,1,3,10.45.88.230,6
2021,1,3,10.44.15.180,20
2021,1,3,10.45.72.100,4
2021,1,3,10.45.72.92,4
2021,1,3,10.45.88.250,4
2021,1,3,10.44.22.81,23
2021,1,3,10.47.252.108,60
2021,1,3,10.44.22.144,12
2021,1,3,10.47.252.106,109
2021,1,3,10.44.15.236,44
2021,1,3,10.45.72.77,4
2021,1,3,10.45.72.109,4
2021,1,3,10.44.208.188,20
2021,1,3,10.45.16.132,12
2021,1,3,10.44.22.145,26
2021,1,3,10.45.85.243,8
2021,1,3,10.45.67.13,20
2021,1,3,10.45.88.204,49
2021,1,3,10.45.88.217,12
2021,1,3,10.45.12.172,8
2021,1,3,10.45.88.219,11
2021,1,3,10.45.12.178,4
2021,1,3,10.45.88.242,12
2021,1,3,10.45.88.209,8
2021,1,3,10.44.204.54,8
2021,1,3,10.45.12.179,4
2021,1,3,10.45.88.253,16
2021,1,3,10.45.88.208,15
2021,1,3,10.45.88.214,4
2021,1,3,10.44.64.96,24
2021,1,3,10.44.134.225,12
2021,1,3,10.45.88.245,4
2021,1,3,10.45.88.232,4
2021,1,3,10.45.6.121,4
2021,1,3,10.45.6.113,4
2021,1,3,10.44.22.180,24
2021,1,3,10.45.6.117,8
2021,1,3,10.44.84.250,11
2021,1,3,10.45.6.140,4
2021,1,3,10.44.30.190,789
2021,1,3,10.44.22.110,909
2021,1,3,10.44.22.192,673
2021,1,3,10.44.24.187,222
2021,1,3,10.45.6.126,14
2021,1,3,10.45.8.182,4
2021,1,3,10.45.8.207,4
2021,1,3,10.45.8.213,4
2021,1,3,10.45.88.252,8
2021,1,3,10.44.22.94,16
2021,1,3,10.45.88.228,8
2021,1,3,10.44.22.108,4
2021,1,3,10.44.70.58,16
2021,1,3,10.45.10.75,12
2021,1,3,10.44.22.176,4
2021,1,3,10.45.10.83,4
2021,1,3,10.45.88.201,51
2021,1,3,10.45.10.53,40
2021,1,3,10.45.88.236,18
2021,1,3,10.45.88.206,46
2021,1,3,10.44.194.51,4
2021,1,3,10.45.14.106,8
2021,1,3,10.44.198.22,44
2021,1,3,10.44.198.26,54
2021,1,3,10.44.208.145,29
2021,1,3,10.44.208.234,17
2021,1,3,10.44.15.225,20
2021,1,3,10.45.12.169,6
2021,1,3,10.45.12.175,4
2021,1,3,10.44.134.206,48
2021,1,3,10.44.134.251,16
2021,1,3,10.44.72.220,12
2021,1,3,10.44.194.58,4
2021,1,3,10.44.128.158,8
2021,1,3,10.44.76.114,18
2021,1,3,10.44.192.118,4
2021,1,3,10.44.24.185,4
2021,1,3,10.44.206.227,17
2021,1,3,10.45.83.146,12
2021,1,3,10.44.206.182,4
2021,1,3,10.44.206.201,4
2021,1,3,10.44.208.170,10
2021,1,3,10.44.206.162,8
2021,1,3,10.45.83.153,4
2021,1,3,10.45.16.101,12
2021,1,3,10.44.206.165,4
2021,1,3,10.44.206.154,19
2021,1,3,10.44.206.185,8
2021,1,3,10.44.84.249,4
2021,1,3,10.45.85.173,4
2021,1,3,10.44.242.227,3
2021,1,3,10.45.16.109,44
2021,1,3,10.45.16.96,12
2021,1,3,10.45.16.92,21
2021,1,3,10.45.86.120,16
2021,1,3,10.45.16.52,8
2021,1,3,10.45.16.77,4
2021,1,3,10.45.16.115,8
2021,1,3,10.45.83.26,32
2021,1,3,10.45.83.39,22
2021,1,3,10.45.83.43,12
2021,1,3,10.45.83.149,44
2021,1,3,10.44.24.154,4
2021,1,3,10.44.24.153,4
2021,1,3,10.44.62.53,4
2021,1,3,10.44.134.190,8
2021,1,3,10.44.208.148,33
2021,1,3,10.44.208.149,8
2021,1,3,10.44.134.250,64
2021,1,3,10.44.12.60,10
2021,1,3,10.44.208.198,4
2021,1,3,10.44.208.212,96
2021,1,3,10.44.208.150,4
2021,1,3,10.45.83.110,56
2021,1,3,10.45.83.92,354
2021,1,3,10.44.208.225,16
2021,1,3,10.44.208.176,8
2021,1,3,10.44.208.220,24
2021,1,3,10.44.208.230,16
2021,1,3,10.44.208.140,112
2021,1,3,10.45.10.98,28
2021,1,3,10.44.208.226,56
2021,1,3,10.44.208.221,8
2021,1,3,10.45.6.130,8
2021,1,3,10.44.64.106,20
2021,1,3,10.44.208.174,12
2021,1,3,10.44.208.164,36
2021,1,3,10.45.16.126,44
2021,1,3,10.44.208.211,5
2021,1,3,10.45.83.125,8
2021,1,3,10.44.128.131,8
2021,1,3,10.45.86.94,8
2021,1,3,10.44.208.213,52
2021,1,3,10.44.208.186,48
2021,1,3,10.45.86.167,4
2021,1,3,10.45.86.153,12
2021,1,3,10.45.83.74,157
2021,1,3,10.44.134.215,12
2021,1,3,10.44.134.221,10
2021,1,3,10.44.208.227,20
2021,1,3,10.44.22.103,4
2021,1,3,10.44.242.246,24
2021,1,3,10.44.134.239,32
2021,1,3,10.44.64.97,4
2021,1,3,10.44.64.121,12
2021,1,3,10.45.83.141,21
2021,1,3,10.44.134.155,4
2021,1,3,10.44.134.204,21
2021,1,3,10.45.16.147,16
2021,1,3,10.44.134.202,4
2021,1,3,10.44.134.158,59
2021,1,3,10.44.134.178,8
2021,1,3,10.44.242.245,7
2021,1,3,10.45.16.56,4
2021,1,3,10.44.15.156,4
2021,1,3,10.44.15.241,13
2021,1,3,10.44.15.142,8
2021,1,3,10.45.16.117,24
2021,1,3,10.45.16.124,24
2021,1,3,10.44.15.172,8
2021,1,3,10.44.247.237,25
2021,1,3,10.44.15.178,4
2021,1,3,10.44.15.184,4
2021,1,3,10.44.134.182,4
2021,1,3,10.44.15.159,82
2021,1,3,10.45.86.140,12
2021,1,3,10.45.86.114,12
2021,1,3,10.45.86.194,8
2021,1,3,10.45.16.99,24
2021,1,3,10.44.15.191,8
2021,1,3,10.44.24.177,24
2021,1,3,10.44.194.76,3
2021,1,3,10.44.128.121,8
2021,1,3,10.45.12.155,12
2021,1,3,10.45.83.55,20
2021,1,3,10.44.24.198,12
2021,1,3,10.44.76.100,8
2021,1,3,10.44.72.179,4
2021,1,3,10.45.86.116,11
2021,1,3,10.44.136.224,4
2021,1,3,10.45.16.94,8
2021,1,3,10.44.208.175,8
2021,1,3,10.44.136.233,4
2021,1,3,10.45.16.145,4
2021,1,3,10.44.208.141,44
2021,1,3,10.45.86.102,4
2021,1,3,10.44.72.200,6
2021,1,3,10.45.67.65,74
2021,1,3,10.44.82.240,8
2021,1,3,10.45.86.193,9
2021,1,3,10.45.67.126,10
2021,1,3,10.45.67.117,4
2021,1,3,10.44.196.160,4
2021,1,3,10.45.83.8,4
2021,1,3,10.44.204.43,25
2021,1,3,10.44.64.129,8
2021,1,3,10.45.16.83,4
2021,1,3,10.44.192.121,8
2021,1,3,10.44.134.244,6
2021,1,3,10.45.67.19,10
2021,1,3,10.44.72.163,4
2021,1,3,10.44.64.90,7
2021,1,3,10.44.64.91,7
2021,1,3,10.44.206.207,4
2021,1,3,10.44.206.155,16
2021,1,3,10.45.86.191,4
2021,1,3,10.45.2.120,4
2021,1,3,10.44.247.232,8
2021,1,3,10.44.206.233,16
2021,1,3,10.44.206.232,8
2021,1,3,10.44.206.211,24
2021,1,3,10.44.206.225,16
2021,1,3,10.44.64.105,8
2021,1,3,10.44.22.205,4
2021,1,3,10.44.64.103,12
2021,1,3,10.44.22.187,4
2021,1,3,10.45.86.182,4
2021,1,3,10.45.78.66,4
2021,1,3,10.45.88.249,18
2021,1,3,10.47.252.111,5
2021,1,3,10.44.22.220,25
2021,1,3,10.44.198.24,4
2021,1,3,10.44.22.82,7
2021,1,3,10.45.83.123,67
2021,1,3,10.44.192.106,16
2021,1,3,10.44.192.109,4
2021,1,3,10.45.72.84,4
2021,1,3,10.45.72.80,4
2021,1,3,10.45.72.93,4
2021,1,3,10.44.22.230,8
2021,1,3,10.45.83.50,12
2021,1,3,10.45.83.162,4
2021,1,3,10.45.83.108,4
2021,1,3,10.45.83.170,16
2021,1,3,10.44.194.95,4
2021,1,3,10.45.12.144,4
2021,1,3,10.45.86.87,23
2021,1,3,10.45.83.10,44
2021,1,3,10.45.72.94,4
2021,1,3,10.44.15.147,24
2021,1,3,10.44.64.116,8
2021,1,3,10.45.83.27,26
2021,1,3,10.45.67.148,4
2021,1,3,10.44.12.57,4
2021,1,3,10.45.85.157,4
2021,1,3,10.45.85.222,4
2021,1,3,10.45.85.231,12
2021,1,3,10.45.85.246,26
2021,1,3,10.44.15.231,24
2021,1,3,10.45.85.210,35
2021,1,3,10.45.86.197,16
2021,1,3,10.45.83.0,20
2021,1,3,10.44.134.205,4
2021,1,3,10.44.134.212,4
2021,1,3,10.44.22.154,10
2021,1,3,10.44.134.163,4
2021,1,3,10.45.6.125,24
2021,1,3,10.44.15.130,8
2021,1,3,10.44.206.186,4
2021,1,3,10.44.134.209,13
2021,1,3,10.44.206.193,4
2021,1,3,10.44.204.60,20
2021,1,3,10.44.204.41,28
2021,1,3,10.44.204.58,12
2021,1,3,10.44.194.92,20
2021,1,3,10.44.22.221,6
2021,1,3,10.44.22.101,20
2021,1,3,10.44.22.130,8
2021,1,3,10.44.22.195,40
2021,1,3,10.44.22.215,42
2021,1,3,10.44.30.152,4
2021,1,3,10.44.22.109,20
2021,1,3,10.44.22.106,36
2021,1,3,10.44.22.232,36
2021,1,3,10.44.80.208,8
2021,1,3,10.44.132.171,8
2021,1,3,10.44.132.179,8
2021,1,3,10.44.132.190,4
2021,1,3,10.44.22.160,8
2021,1,3,10.47.252.118,60
2021,1,3,10.44.22.222,4
2021,1,3,10.45.72.107,75
2021,1,3,10.44.132.184,4
2021,1,3,10.44.196.157,4
